,Map,Image No,Rpt No,Weekday,Date,Time,Veh Count,Involvement,Agency,Troop,County,City,Type,Severity,At Street,On Street,Light Cond,Injured,Killed,Injury
7757,Mapped,'2210070723','2021001187 ',Mon,8/23/21,9:20:00,4,Passenger,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,PVT TIGER AVE,MO 740,Daylight,2,0,Probably Injury (Not Apparent)
7758,Mapped,'2210086356','2021212669 ',Mon,8/23/21,17:34:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST CONNECTOR,MO 163,Daylight,1,0,Evident Injury (Not Disabling)
7759,Mapped,'2210093105','2021214430 ',Wed,8/25/21,13:00:00,4,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST SECOND ST,CST BROADWAY,Daylight,1,0,Probably Injury (Not Apparent)
7760,Mapped,'2210072856','2021213652 ',Wed,8/25/21,15:33:00,4,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST FIRST ST,CST ASH ST,Daylight,1,0,Probably Injury (Not Apparent)
7761,Mapped,'2210075033','2021216343 ',Fri,8/27/21,12:10:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BERNADETTE DR,CST STADIUM BLVD,Daylight,2,0,Evident Injury (Not Disabling)
7762,Mapped,'2210075033','2021216343 ',Fri,8/27/21,12:10:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BERNADETTE DR,CST STADIUM BLVD,Daylight,2,0,Probably Injury (Not Apparent)
7763,Mapped,'2210073396','2021001230 ',Fri,8/27/21,21:33:00,1,Pedestrian,University of MO (columbia),F,BOONE,COLUMBIA,Pedestrian,Personl Injury,CST HITT ST,CST ELM ST,Dark-Unlighted,1,0,Evident Injury (Not Disabling)
7764,Mapped,'2210073393','2021001257 ',Tue,8/31/21,18:12:00,2,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,MO 740,CST ASHLAND RD,Daylight,1,0,Evident Injury (Not Disabling)
7765,Mapped,'2210076390','2021223145 ',Fri,9/3/21,15:04:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CO LP70 TO U S HWY 63 OLD,CST N OLD 63,Daylight,1,0,Evident Injury (Not Disabling)
7766,Mapped,'2210082096','21004028 ',Sat,9/4/21,0:45:00,1,Driver Present,Boone CO SD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST SAWGRASS DR,CST SCOTT BLVD,Dark-Lighted,5,0,Disabling Injury
7767,Mapped,'2210082096','21004028 ',Sat,9/4/21,0:45:00,1,Passenger,Boone CO SD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST SAWGRASS DR,CST SCOTT BLVD,Dark-Lighted,5,0,Disabling Injury
7768,Mapped,'2210082096','21004028 ',Sat,9/4/21,0:45:00,1,Passenger,Boone CO SD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST SAWGRASS DR,CST SCOTT BLVD,Dark-Lighted,5,0,Disabling Injury
7769,Mapped,'2210082096','21004028 ',Sat,9/4/21,0:45:00,1,Passenger,Boone CO SD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST SAWGRASS DR,CST SCOTT BLVD,Dark-Lighted,5,0,Evident Injury (Not Disabling)
7770,Mapped,'2210082096','21004028 ',Sat,9/4/21,0:45:00,1,Passenger,Boone CO SD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST SAWGRASS DR,CST SCOTT BLVD,Dark-Lighted,5,0,Evident Injury (Not Disabling)
7771,Mapped,'2210079720','2021223662 ',Sat,9/4/21,2:49:00,1,Pedestrian,Columbia PD,F,BOONE,COLUMBIA,Pedestrian,Personl Injury,CST STEWART RD,CST PROVIDENCE RD,Dark-Lighted,1,0,Evident Injury (Not Disabling)
7772,Mapped,'2210079414','2021225184 ',Sun,9/5/21,21:11:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST HICKAM DR,CST CLARK LN,Dark-Unknown Lighting,1,0,Probably Injury (Not Apparent)
7773,Mapped,'2210074990','2021225851 ',Mon,9/6/21,17:38:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST LOCUST ST,CST COLLEGE AVE,Daylight,1,0,Probably Injury (Not Apparent)
7774,Mapped,'2210078196','2021226334 ',Tue,9/7/21,9:11:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST STADIUM BLVD,RP 1038547,Daylight,3,0,Probably Injury (Not Apparent)
7775,Mapped,'2210078196','2021226334 ',Tue,9/7/21,9:11:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST STADIUM BLVD,RP 1038547,Daylight,3,0,Evident Injury (Not Disabling)
7776,Mapped,'2210078196','2021226334 ',Tue,9/7/21,9:11:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST STADIUM BLVD,RP 1038547,Daylight,3,0,Evident Injury (Not Disabling)
7777,Mapped,'2210078188','2021226813 ',Tue,9/7/21,17:14:00,1,Pedestrian,Columbia PD,F,BOONE,COLUMBIA,Pedestrian,Personl Injury,CST KENNESAW RIDGE RD,CST RANGE LINE ST,Daylight,1,0,Probably Injury (Not Apparent)
7778,Mapped,'2210091868','2021227948 ',Wed,9/8/21,20:06:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Parked Motor Vehicle,Personl Injury,CST WALNUT CT,CST WEST BLVD,Daylight,1,0,Probably Injury (Not Apparent)
7779,Mapped,'2210082145','2021229052 ',Thu,9/9/21,22:22:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,US 63,CST CLARK LN,Dark-Unknown Lighting,1,0,Probably Injury (Not Apparent)
7780,Mapped,'2210077490','2021229316 ',Fri,9/10/21,7:53:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST PARK AVE,CST PROVIDENCE RD,Daylight,1,0,Probably Injury (Not Apparent)
7781,Mapped,'2210077074','2021229380 ',Fri,9/10/21,8:54:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST I-70 DR SE,CRD ST CHARLES RD,Daylight,1,0,Probably Injury (Not Apparent)
7782,Mapped,'2210077542','2021229637 ',Fri,9/10/21,13:41:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,RP 7729,CST GRINDSTONE PKWY,Daylight,2,0,Probably Injury (Not Apparent)
7783,Mapped,'2210077542','2021229637 ',Fri,9/10/21,13:41:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,RP 7729,CST GRINDSTONE PKWY,Daylight,2,0,Evident Injury (Not Disabling)
7784,Not Mapped,'2210091162','2021229766 ',Fri,9/10/21,15:43:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST I-70 DR SE,US 63C,Daylight,1,0,Evident Injury (Not Disabling)
7785,Mapped,'2210078048','2021001349 ',Sat,9/11/21,1:35:00,1,Pedestrian,University of MO (columbia),F,BOONE,COLUMBIA,Pedestrian,Personl Injury,CST UNIVERSITY AVE,MO 763,Dark-Lighted,1,0,Probably Injury (Not Apparent)
7786,Mapped,'2210091461','2021231438 ',Sun,9/12/21,11:03:00,2,Pedalcyclist,Columbia PD,F,BOONE,COLUMBIA,Pedalcycle,Personl Injury,LP 70,CST GARTH AVE,Daylight,1,0,Disabling Injury
7787,Mapped,'2210084829','2021234547 ',Wed,9/15/21,12:50:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST GARDEN DR,NOR 70,Daylight,1,0,Evident Injury (Not Disabling)
7788,Mapped,'2210080983','2021234637 ',Wed,9/15/21,14:16:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,RP 7740,CST PARIS RD,Daylight,1,0,Evident Injury (Not Disabling)
7789,Mapped,'2210087826','2021234734 ',Wed,9/15/21,16:25:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST WOODLAWN,CST WORLEY ST,Daylight,3,0,Probably Injury (Not Apparent)
7790,Mapped,'2210087826','2021234734 ',Wed,9/15/21,16:25:00,2,Pedestrian,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST WOODLAWN,CST WORLEY ST,Daylight,3,0,Disabling Injury
7791,Mapped,'2210087826','2021234734 ',Wed,9/15/21,16:25:00,2,Pedestrian,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST WOODLAWN,CST WORLEY ST,Daylight,3,0,Disabling Injury
7792,Mapped,'2210080145','2021234791 ',Wed,9/15/21,17:49:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST LOWE ST,CST CLINKSCALES RD,Daylight,1,0,Evident Injury (Not Disabling)
7793,Mapped,'2210079473','2021001387 ',Thu,9/16/21,12:25:00,2,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,MO 763,MO 740,Daylight,1,0,Evident Injury (Not Disabling)
7794,Mapped,'2210080979','2021236383 ',Fri,9/17/21,11:41:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST COLLEGE PARK DR,CST STADIUM BLVD,Daylight,1,0,Evident Injury (Not Disabling)
7795,Mapped,'2210079576','2021001415 ',Sat,9/18/21,13:00:00,2,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,PVT TIGER AVE,MO 740,Daylight,3,0,Probably Injury (Not Apparent)
7796,Mapped,'2210079576','2021001415 ',Sat,9/18/21,13:00:00,2,Passenger,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,PVT TIGER AVE,MO 740,Daylight,3,0,Probably Injury (Not Apparent)
7797,Mapped,'2210079576','2021001415 ',Sat,9/18/21,13:00:00,2,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,PVT TIGER AVE,MO 740,Daylight,3,0,Probably Injury (Not Apparent)
7798,Mapped,'2210083894','2021237810 ',Sat,9/18/21,21:15:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST CLARK LN,US 63C,Dark-Lighted,2,0,Evident Injury (Not Disabling)
7799,Mapped,'2210083894','2021237810 ',Sat,9/18/21,21:15:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST CLARK LN,US 63C,Dark-Lighted,2,0,Disabling Injury
7800,Mapped,'2210091027','2021239071 ',Mon,9/20/21,12:20:00,2,Pedalcyclist,Columbia PD,F,BOONE,COLUMBIA,Pedalcycle,Personl Injury,CST HIGHLAND DR,RT TT,Daylight,1,0,Evident Injury (Not Disabling)
7801,Mapped,'2210082554','2021240146 ',Tue,9/21/21,16:54:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST STADIUM BLVD,CST PROVIDENCE RD,Daylight,1,0,Probably Injury (Not Apparent)
7802,Mapped,'2210081819','2021240914 ',Wed,9/22/21,14:55:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST WORLEY ST,CST WEST BLVD,Daylight,1,0,Evident Injury (Not Disabling)
7803,Mapped,'2210083896','2021240937 ',Wed,9/22/21,15:24:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST EAST BROWN STATION RD,CST PARIS RD,Daylight,2,0,Disabling Injury
7804,Mapped,'2210083896','2021240937 ',Wed,9/22/21,15:24:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST EAST BROWN STATION RD,CST PARIS RD,Daylight,2,0,Evident Injury (Not Disabling)
7805,Mapped,'2210082459','2021241047 ',Wed,9/22/21,17:30:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST GREEN MEADOWS RD,CST BETHEL ST,Daylight,1,0,Probably Injury (Not Apparent)
7806,Mapped,'2210082893','2021241052 ',Wed,9/22/21,17:34:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,NOR 70,CST STADIUM BLVD,Daylight,1,0,Evident Injury (Not Disabling)
7807,Mapped,'2210082457','2021241116 ',Wed,9/22/21,18:48:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST KEENE ST,RT WW,Dark-Lighted,1,0,Probably Injury (Not Apparent)
7808,Mapped,'2210085215','2021241201 ',Wed,9/22/21,20:18:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST QUEEN ANN DR,CST S OLD 63,Dark-Lighted,2,0,Probably Injury (Not Apparent)
7809,Mapped,'2210085215','2021241201 ',Wed,9/22/21,20:18:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST QUEEN ANN DR,CST S OLD 63,Dark-Lighted,2,0,Probably Injury (Not Apparent)
7810,Mapped,'2210081068','2021001457 ',Thu,9/23/21,10:30:00,2,Pedalcyclist,University of MO (columbia),F,BOONE,COLUMBIA,Pedalcycle,Personl Injury,CST ROLLINS ST,MO 763,Daylight,1,0,Evident Injury (Not Disabling)
7811,Mapped,'2210082898','2021241707 ',Thu,9/23/21,12:00:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST PECAN ST,CST PROVIDENCE RD,Daylight,1,0,Evident Injury (Not Disabling)
7812,Mapped,'2210099432','2021242484 ',Fri,9/24/21,9:57:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST COLLEGE AVE,LP 70,Daylight,1,0,Evident Injury (Not Disabling)
7813,Mapped,'2210083897','2021242554 ',Fri,9/24/21,10:51:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,RT WW,RP 7736,Daylight,2,0,Probably Injury (Not Apparent)
7814,Mapped,'2210083897','2021242554 ',Fri,9/24/21,10:51:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,RT WW,RP 7736,Daylight,2,0,Evident Injury (Not Disabling)
7815,Mapped,'2210084358','2021242555 ',Fri,9/24/21,10:52:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST HIGHLAND DR,CST BROADWAY,Daylight,1,0,Evident Injury (Not Disabling)
7816,Mapped,'2210082667','2021242841 ',Fri,9/24/21,16:12:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,ERM EAST IS 70 MILE 1300,IS 70,Daylight,2,0,Probably Injury (Not Apparent)
7817,Mapped,'2210082667','2021242841 ',Fri,9/24/21,16:12:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,ERM EAST IS 70 MILE 1300,IS 70,Daylight,2,0,Evident Injury (Not Disabling)
7818,Mapped,'2210082276','2021001471 ',Fri,9/24/21,16:15:00,2,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,PVT TIGER AVE,MO 740,Daylight,2,0,Probably Injury (Not Apparent)
7819,Mapped,'2210082276','2021001471 ',Fri,9/24/21,16:15:00,2,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,PVT TIGER AVE,MO 740,Daylight,2,0,Probably Injury (Not Apparent)
7820,Mapped,'2210081812','2021243007 ',Fri,9/24/21,19:15:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST COTTLE DR,CST STADIUM BLVD,Dark-Unlighted,1,0,Evident Injury (Not Disabling)
7821,Not Mapped,'2210086304','2021244640 ',Sun,9/26/21,16:37:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Overturn,Personl Injury,RP 7729,US 63,Daylight,3,0,Evident Injury (Not Disabling)
7822,Not Mapped,'2210086304','2021244640 ',Sun,9/26/21,16:37:00,1,Passenger,Columbia PD,F,BOONE,COLUMBIA,Overturn,Personl Injury,RP 7729,US 63,Daylight,3,0,Evident Injury (Not Disabling)
7823,Not Mapped,'2210086304','2021244640 ',Sun,9/26/21,16:37:00,1,Passenger,Columbia PD,F,BOONE,COLUMBIA,Overturn,Personl Injury,RP 7729,US 63,Daylight,3,0,Evident Injury (Not Disabling)
7824,Mapped,'2210086359','2021245228 ',Mon,9/27/21,11:21:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BERNADETTE DR,CST ASH ST,Daylight,1,0,Evident Injury (Not Disabling)
7825,Mapped,'2210084154','2021245466 ',Mon,9/27/21,15:21:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BLUFF CREEK DR,CST GRINDSTONE PKWY,Daylight,2,0,Probably Injury (Not Apparent)
7826,Mapped,'2210084154','2021245466 ',Mon,9/27/21,15:21:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BLUFF CREEK DR,CST GRINDSTONE PKWY,Daylight,2,0,Probably Injury (Not Apparent)
7827,Mapped,'2210083169','2021244682 ',Mon,9/27/21,17:50:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,PVT CARRIE FRANCKE DR,MO 740,Daylight,1,0,Evident Injury (Not Disabling)
7828,Mapped,'2210082455','2021245643 ',Mon,9/27/21,18:53:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BRICKTON RD,CST TRIMBLE RD,Daylight,3,0,Disabling Injury
7829,Mapped,'2210082455','2021245643 ',Mon,9/27/21,18:53:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BRICKTON RD,CST TRIMBLE RD,Daylight,3,0,Evident Injury (Not Disabling)
7830,Mapped,'2210082455','2021245643 ',Mon,9/27/21,18:53:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BRICKTON RD,CST TRIMBLE RD,Daylight,3,0,Probably Injury (Not Apparent)
7831,Mapped,'2210091028','2021247032 ',Wed,9/29/21,9:39:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,RP 7224,RT AC,Daylight,2,0,Evident Injury (Not Disabling)
7832,Mapped,'2210091028','2021247032 ',Wed,9/29/21,9:39:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,RP 7224,RT AC,Daylight,2,0,Evident Injury (Not Disabling)
7833,Mapped,'2210097735','2021248104 ',Thu,9/30/21,10:30:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CRD ST CHARLES RD,RP 227823,Daylight,2,0,Probably Injury (Not Apparent)
7834,Mapped,'2210097735','2021248104 ',Thu,9/30/21,10:30:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CRD ST CHARLES RD,RP 227823,Daylight,2,0,Probably Injury (Not Apparent)
7835,Mapped,'2210087659','2021248490 ',Thu,9/30/21,16:43:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST FAIRVIEW RD,RT TT,Daylight,1,0,Evident Injury (Not Disabling)
7836,Mapped,'2210086288','2021249310 ',Fri,10/1/21,12:50:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,RT AC,RP 7728,Daylight,2,0,Probably Injury (Not Apparent)
7837,Mapped,'2210086288','2021249310 ',Fri,10/1/21,12:50:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,RT AC,RP 7728,Daylight,2,0,Probably Injury (Not Apparent)
7838,Mapped,'2210087849','2021252468 ',Mon,10/4/21,22:30:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,RP 7723,IS 70,Dark-Unlighted,1,0,Disabling Injury
7839,Not Mapped,'2210086297','2021253096 ',Tue,10/5/21,14:42:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Other Non Collision,Personl Injury,CST ROLLINS RD,MO 740,Daylight,1,0,Evident Injury (Not Disabling)
7840,Mapped,'2210089509','2021253955 ',Wed,10/6/21,13:10:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Parked Motor Vehicle,Personl Injury,CST WACO RD,RT B,Daylight,1,0,Evident Injury (Not Disabling)
7841,Mapped,'2210092205','2021254222 ',Wed,10/6/21,18:20:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST NIFONG BLVD,CST STATE FARM PKWY,Daylight,1,0,Evident Injury (Not Disabling)
7842,Mapped,'2210089061','2021255496 ',Fri,10/8/21,7:20:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST FALLING LEAF RD,CST GRINDSTONE PKWY,Daylight,2,0,Probably Injury (Not Apparent)
7843,Mapped,'2210089061','2021255496 ',Fri,10/8/21,7:20:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST FALLING LEAF RD,CST GRINDSTONE PKWY,Daylight,2,0,Probably Injury (Not Apparent)
7844,Mapped,'2210094100','2021255579 ',Fri,10/8/21,9:09:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BROADWAY,MO 163,Daylight,1,0,Probably Injury (Not Apparent)
7845,Mapped,'2210091913','2021255781 ',Fri,10/8/21,12:24:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST EAST BROWN STATION RD,CST PARIS RD,Daylight,1,0,Evident Injury (Not Disabling)
7846,Mapped,'2210088497','2021259167 ',Tue,10/12/21,9:52:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST GARTH AVE,LP 70,Daylight,2,0,Evident Injury (Not Disabling)
7847,Mapped,'2210088497','2021259167 ',Tue,10/12/21,9:52:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST GARTH AVE,LP 70,Daylight,2,0,Probably Injury (Not Apparent)
7848,Mapped,'2210089039','2021259518 ',Tue,10/12/21,16:44:00,1,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Fixed Object,Personl Injury,PVT RESTAURANT ROW,PVT BASS PRO DR,Daylight,1,0,Evident Injury (Not Disabling)
7849,Mapped,'2210091462','2021259738 ',Tue,10/12/21,22:04:00,2,Pedalcyclist,Columbia PD,F,BOONE,COLUMBIA,Pedalcycle,Personl Injury,CST BROADWAY,CST STADIUM BLVD,Dark-Lighted,1,0,Evident Injury (Not Disabling)
7850,Mapped,'2210089957','2021260190 ',Wed,10/13/21,11:55:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST PERSHING RD,CST ASH ST,Daylight,1,0,Probably Injury (Not Apparent)
7851,Mapped,'2210089040','2021260206 ',Wed,10/13/21,12:14:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST SANDMAN LN,RT AC,Daylight,1,0,Probably Injury (Not Apparent)
7852,Mapped,'2210097436','2021260264 ',Wed,10/13/21,13:10:00,1,Pedestrian,Columbia PD,F,BOONE,COLUMBIA,Pedestrian,Personl Injury,CST TRIMBLE RD,CST BRICKTON RD,Daylight,1,0,Probably Injury (Not Apparent)
7853,Mapped,'2210092244','2021260578 ',Wed,10/13/21,18:45:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST THIRD AVE,CST PROVIDENCE RD,Dark-Lighted,2,0,Probably Injury (Not Apparent)
7854,Mapped,'2210092244','2021260578 ',Wed,10/13/21,18:45:00,2,Passenger,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST THIRD AVE,CST PROVIDENCE RD,Dark-Lighted,2,0,Probably Injury (Not Apparent)
7855,Mapped,'2210088793','2021001678 ',Thu,10/14/21,6:20:00,3,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST ASHLAND RD,MO 740,Daylight,1,0,Evident Injury (Not Disabling)
7856,Mapped,'2210104076','2021262302 ',Fri,10/15/21,17:09:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,MO 163,LP 70,Daylight,1,0,Evident Injury (Not Disabling)
7857,Mapped,'2210091632','2021262321 ',Fri,10/15/21,17:28:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST BIG BEAR BLVD,CST PROVIDENCE RD,Daylight,1,0,Evident Injury (Not Disabling)
7858,Mapped,'3210028660','210539210 ',Fri,10/15/21,18:31:00,2,Passenger,Missouri State Highway Patrol-Troop F,F,BOONE,COLUMBIA,Parked Motor Vehicle,Personl Injury,CRD BOONE INDUSTRIAL BLVD,MO 763,Daylight,1,0,Evident Injury (Not Disabling)
7859,Mapped,'2210088573','2021262740 ',Sat,10/16/21,8:16:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST KATY LN,CST FORUM BLVD,Daylight,1,0,Evident Injury (Not Disabling)
7860,Mapped,'2210091459','2021262793 ',Sat,10/16/21,9:49:00,3,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST MCKEE RD,CST RICE RD,Daylight,1,0,Evident Injury (Not Disabling)
7861,Mapped,'2210088603','2021001707 ',Sun,10/17/21,3:14:00,1,Driver Present,University of MO (columbia),F,BOONE,COLUMBIA,Fixed Object,Personl Injury,CST UNIVERSITY AVE,MO 763,Dark-Lighted,1,0,Disabling Injury
7862,Not Mapped,'2210091626','2021263823 ',Sun,10/17/21,16:24:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST I - 70 DR,CST STADIUM BLVD,Daylight,1,0,Probably Injury (Not Apparent)
7863,Mapped,'2210091030','2021264489 ',Mon,10/18/21,11:35:00,2,Driver Present,Columbia PD,F,BOONE,COLUMBIA,Motor Vehicle in Transport,Personl Injury,CST WEST BLVD,CST STADIUM BLVD,Daylight,2,0,Evident Injury (Not Disabling)
