"","Crash_ID","At_Intersection_Flag","Crash_Date","Crash_Death_Count","Crash_Non.Suspected_Serious_Injury_Count","Crash_Not_Injured_Count","Crash_Possible_Injury_Count","Crash_Severity","Crash_Suspected_Serious_Injury_Count","Crash_Total_Injury_Count","Crash_Unknown_Injury_Count","Street_Name","Street_Number","Driver_Alcohol_Result","Driver_Blood_Alcohol_Content_Test_Result","Driver_Drug_Test_Result","Unit_Death_Count","Unit_Description","Unit_Non.Suspected_Serious_Injury_Count","Unit_Not_Injured_Count","Unit_Possible_Injury_Count","Unit_Suspected_Serious_Injury_Count","Unit_Total_Injury_Count","Unit_Unknown_Injury_Count","Vehicle_Body_Style","Vehicle_Make","Vehicle_Model_Name","Person_Age","Person_Death_Count","Person_Ethnicity","Person_Gender","Person_Injury_Severity","Person_Not_Injured_Count","Person_Possible_Injury_Count","Person_Suspected_Serious_Injury_Count","Person_Total_Injury_Count","Person_Type","Crash_Month","Crash_Year","OBJECTID","District","SHAPE_Leng","SHAPE_Area","ColorFactor","color","geometry"
"5872",18302418,FALSE,"18787",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"FM2252",12256,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","60",0,"B - BLACK","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2021,10,"10",116850.777152178,173241729.798576,"10","#6A3D9A",c(-98.40633291, 29.55156651)
"5873",18302925,FALSE,"18787",0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,"FREDERICKSBURG RD",2027,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","57",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2021,7,"7",97574.0859020038,105682671.312796,"7","#FDBF6F",c(-98.52578463, 29.46430729)
"5874",18304574,TRUE,"18788",0,0,1,0,"N - NOT INJURED",0,0,1,"ROYALGATE DR",5900,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,0,0,0,1,"No Data","No Data","No Data","No Data",0,"99 - UNKNOWN","99 - UNKNOWN","99 - UNKNOWN",0,0,0,0,"3 - PEDALCYCLIST","June",2021,4,"4",240102.385084416,221593816.379782,"4","#33A02C",c(-98.60931229, 29.37447499)
"5875",18304637,FALSE,"18788",1,0,3,0,"K - FATAL INJURY",0,0,0,"SS0421",852,"No Data","No Data","No Data",1,"4 - PEDESTRIAN",0,0,0,0,0,0,"No Data","No Data","No Data","29",1,"H - HISPANIC","2 - FEMALE","K - FATAL INJURY",0,0,0,0,"4 - PEDESTRIAN","June",2021,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.52011153, 29.44467281)
"5876",18305766,TRUE,"18789",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"S PINE ST",298,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","20",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","June",2021,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.47024232, 29.41720497)
"5877",18306902,TRUE,"18790",0,0,2,0,"N - NOT INJURED",0,0,1,"W SAYERS AVE",100,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","26",0,"H - HISPANIC","1 - MALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","June",2021,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.49848231, 29.37459498)
"5878",18306902,TRUE,"18790",0,0,2,0,"N - NOT INJURED",0,0,1,"W SAYERS AVE",100,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","1",0,"H - HISPANIC","2 - FEMALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","June",2021,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.49848231, 29.37459498)
"5879",18365008,FALSE,"18803",1,0,1,0,"K - FATAL INJURY",0,0,1,"SS0421",1394,"No Data","No Data","No Data",1,"4 - PEDESTRIAN",0,0,0,0,0,0,"No Data","No Data","No Data","41",1,"W - WHITE","1 - MALE","K - FATAL INJURY",0,0,0,0,"4 - PEDESTRIAN","June",2021,7,"7",97574.0859020038,105682671.312796,"7","#FDBF6F",c(-98.56580419, 29.46540289)
"5880",18357674,FALSE,"18805",0,1,0,2,"B - SUSPECTED MINOR INJURY",0,3,0,"N ZARZAMORA ST",2172,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","49",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","June",2021,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.52428579, 29.45033417)
"5881",18354552,FALSE,"18810",0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,"VANCE JACKSON RD",5691,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","19",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July",2021,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.54587978, 29.53400487)
"5882",18352321,FALSE,"18812",0,0,2,0,"N - NOT INJURED",0,0,0,"NAVARRO ST",587,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","19",0,"W - WHITE","2 - FEMALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","July",2021,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48974388, 29.42641016)
"5883",18361793,TRUE,"18812",0,0,1,0,"N - NOT INJURED",0,0,1,"E RUSSELL PL",398,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,0,0,1,"No Data","No Data","No Data","28",0,"H - HISPANIC","2 - FEMALE","99 - UNKNOWN",0,0,0,0,"4 - PEDESTRIAN","July",2021,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48610231, 29.45132497)
"5884",18352564,FALSE,"18815",0,0,2,0,"N - NOT INJURED",0,0,0,"POST OAK LN",8503,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","41",0,"98 - OTHER","2 - FEMALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","July",2021,10,"10",116850.777152178,173241729.798576,"10","#6A3D9A",c(-98.43356685, 29.51637208)
"5885",18353114,TRUE,"18815",0,0,0,1,"C - POSSIBLE INJURY",0,1,1,"N OLIVE ST",900,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","51",0,"H - HISPANIC","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","July",2021,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.47178232, 29.43018497)
"5886",18367294,TRUE,"18815",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"ROYAL RIDGE DR",6298,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","18",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July",2021,10,"10",116850.777152178,173241729.798576,"10","#6A3D9A",c(-98.36448234, 29.53580495)
"5887",18356373,TRUE,"18817",0,0,0,0,"A - SUSPECTED SERIOUS INJURY",1,1,1,"OCONNOR RD",15398,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","19",0,"W - WHITE","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","July",2021,10,"10",116850.777152178,173241729.798576,"10","#6A3D9A",c(-98.39193233, 29.57970494)
"5888",18358278,TRUE,"18817",0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,"S ST MARYS ST",198,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","53",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July",2021,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.49164231, 29.42396497)
"5889",18367373,FALSE,"18817",0,0,0,0,"A - SUSPECTED SERIOUS INJURY",1,1,1,"RITTIMAN RD",6300,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","41",0,"B - BLACK","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","July",2021,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.36384234, 29.48116496)
"5890",18357309,FALSE,"18818",0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,"PLEASANTON RD",3521,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","17",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July",2021,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.50387231, 29.34402396)
"5891",18357443,FALSE,"18818",0,0,2,0,"N - NOT INJURED",0,0,0,"OCONNOR RD",14713,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,"No Data","No Data","No Data","59",0,"B - BLACK","1 - MALE","N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","July",2021,10,"10",116850.777152178,173241729.798576,"10","#6A3D9A",c(-98.38809395, 29.57363237)
"5892",18360335,FALSE,"18818",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"OPPENHEIMER AVE",429,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","45",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","July",2021,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.50571231, 29.35641367)
"5893",18361774,FALSE,"18818",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"EISENHAUER RD",5092,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","41",0,"B - BLACK","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July",2021,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.38842724, 29.49656191)
"5894",18369935,FALSE,"18820",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"SL0013",510,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","36",0,"B - BLACK","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","July",2021,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.40522355, 29.44042918)
"5895",18365257,FALSE,"18821",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"W CRAIG PL",1300,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","67",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July",2021,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.51587231, 29.45189497)
"5896",18365259,FALSE,"18821",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"CULEBRA RD",4785,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,0,1,1,0,"No Data","No Data","No Data","14",0,"H - HISPANIC","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"3 - PEDALCYCLIST","July",2021,7,"7",97574.0859020038,105682671.312796,"7","#FDBF6F",c(-98.59753269, 29.44849497)
"5897",18367418,TRUE,"18823",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"S FLORES ST",4498,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","32",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July",2021,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.50132231, 29.38133498)
"5898",18367481,FALSE,"18823",0,0,0,3,"C - POSSIBLE INJURY",0,3,0,"FM2696",13237,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","63",0,"98 - OTHER","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","July",2021,9,"9",129650.987030356,170733801.46627,"9","#CAB2D6",c(-98.52007946, 29.56500165)
"5899",18367481,FALSE,"18823",0,0,0,3,"C - POSSIBLE INJURY",0,3,0,"FM2696",13237,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","35",0,"B - BLACK","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","July",2021,9,"9",129650.987030356,170733801.46627,"9","#CAB2D6",c(-98.52007946, 29.56500165)
"5900",18369962,FALSE,"18825",1,1,0,0,"K - FATAL INJURY",0,1,0,"E SOUTHCROSS BLVD",3000,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","9",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","July",2021,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.44674232, 29.37662498)
"5901",18370630,FALSE,"18825",0,0,2,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"GRAY BUFFALO DR",5112,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","4",0,"H - HISPANIC","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","July",2021,4,"4",240102.385084416,221593816.379782,"4","#33A02C",c(-98.59722917, 29.33800105)
"5902",18370630,FALSE,"18825",0,0,2,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"GRAY BUFFALO DR",5112,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","33",0,"H - HISPANIC","1 - MALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","July",2021,4,"4",240102.385084416,221593816.379782,"4","#33A02C",c(-98.59722917, 29.33800105)
"5903",18372962,TRUE,"18826",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"CAMDEN ST",598,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,0,1,1,0,"No Data","No Data","No Data","67",0,"W - WHITE","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"3 - PEDALCYCLIST","July",2021,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48934231, 29.43616497)
"5904",18429489,TRUE,"18837",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"MERIDA ST",801,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","14",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","July",2021,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.5323623, 29.40926498)
"5905",18434931,FALSE,"18840",0,0,2,0,"N - NOT INJURED",0,0,0,"SL0013",1412,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,1,0,0,0,0,"No Data","No Data","No Data","44",0,"H - HISPANIC","1 - MALE","N - NOT INJURED",1,0,0,0,"3 - PEDALCYCLIST","August",2021,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.47531145, 29.3533424)
"5906",18428092,TRUE,"18845",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"PLEASANTON RD",2614,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","No Data",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","August",2021,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.50389231, 29.35316499)
"5907",18421077,FALSE,"18849",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"SL0368",3601,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","19",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","August",2021,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.46799633, 29.45931727)
"5908",18416009,TRUE,"18851",0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,"N GENERAL MCMULLEN DR",800,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","42",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","August",2021,7,"7",97574.0859020038,105682671.312796,"7","#FDBF6F",c(-98.55176202, 29.44775818)
"5909",18417374,FALSE,"18851",0,1,3,0,"B - SUSPECTED MINOR INJURY",0,1,0,"S ZARZAMORA ST",6975,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","50",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","August",2021,4,"4",240102.385084416,221593816.379782,"4","#33A02C",c(-98.53410231, 29.35812659)
"5910",18417594,FALSE,"18852",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"SEATON HTS",8605,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","65",0,"W - WHITE","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","August",2021,7,"7",97574.0859020038,105682671.312796,"7","#FDBF6F",c(-98.65598199, 29.5253452)
"5911",18420920,FALSE,"18852",0,0,2,0,"N - NOT INJURED",0,0,0,"N ZARZAMORA ST",330,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","34",0,"H - HISPANIC","1 - MALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","August",2021,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.52663055, 29.43071195)
"5912",18421759,FALSE,"18852",0,0,3,0,"N - NOT INJURED",0,0,0,"WEIR AVE",3049,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","11",0,"W - WHITE","1 - MALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","August",2021,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.55363965, 29.3985042)
"5913",18420344,FALSE,"18853",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"OCONNOR RD",14664,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","15",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","August",2021,10,"10",116850.777152178,173241729.798576,"10","#6A3D9A",c(-98.38791292, 29.57334357)
"5914",18422448,TRUE,"18855",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"N ZARZAMORA ST",1798,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","39",0,"B - BLACK","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","August",2021,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.52479231, 29.44627497)
"5915",18431188,FALSE,"18855",0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,"W COMMERCE ST",4109,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","39",0,"H - HISPANIC","2 - FEMALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","August",2021,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.54408467, 29.42970806)
"5916",18424611,FALSE,"18856",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"ADA ST",960,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","69",0,"H - HISPANIC","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","August",2021,3,"3",281900.803370827,292907535.076341,"3","#B2DF8A",c(-98.45964957, 29.38112525)
"5917",18431223,FALSE,"18856",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"FREDERICKSBURG RD",2109,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","63",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","August",2021,7,"7",97574.0859020038,105682671.312796,"7","#FDBF6F",c(-98.52617893, 29.46468159)
"5918",18428041,TRUE,"18857",0,0,2,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"S TRINITY ST",798,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,0,1,1,0,"No Data","No Data","No Data","15",0,"H - HISPANIC","1 - MALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"3 - PEDALCYCLIST","August",2021,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.51879231, 29.41985497)
"5919",18430202,FALSE,"18858",0,0,1,0,"A - SUSPECTED SERIOUS INJURY",1,1,0,"SL0368",1484,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,0,1,1,0,"No Data","No Data","No Data","66",0,"B - BLACK","2 - FEMALE","A - SUSPECTED SERIOUS INJURY",0,0,1,1,"4 - PEDESTRIAN","August",2021,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.43384075, 29.49366177)
"5920",18433774,FALSE,"18860",0,0,2,0,"N - NOT INJURED",0,0,0,"CULEBRA RD",10000,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,1,0,0,0,0,"No Data","No Data","No Data","No Data",0,"W - WHITE","1 - MALE","N - NOT INJURED",1,0,0,0,"4 - PEDESTRIAN","August",2021,6,"6",166331.497379634,195538833.203622,"6","#E31A1C",c(-98.68813892, 29.49006102)
"5921",18435072,FALSE,"18862",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,2,"CASTROVILLE RD",2506,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","34",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","August",2021,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.5773595, 29.41120935)
"5922",18436701,TRUE,"18863",0,0,1,2,"C - POSSIBLE INJURY",0,2,0,"MIDCROWN DR",7700,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","12",0,"W - WHITE","2 - FEMALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","August",2021,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.38273234, 29.50446495)
"5923",18436701,TRUE,"18863",0,0,1,2,"C - POSSIBLE INJURY",0,2,0,"MIDCROWN DR",7700,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",0,0,1,0,1,0,"No Data","No Data","No Data","13",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"4 - PEDESTRIAN","August",2021,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.38273234, 29.50446495)
"5924",18481364,FALSE,"18879",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,2,"PENDLETON AVE",100,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","80",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","September",2021,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.51139231, 29.40453498)
"5925",18492689,FALSE,"18886",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"SW 18TH ST",1127,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","39",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","September",2021,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.5351897, 29.41749577)
"5926",18481500,TRUE,"18888",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"HUEBNER RD",9912,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","75",0,"A - ASIAN","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","September",2021,8,"8",139193.677037404,181162836.259435,"8","#FF7F00",c(-98.58749229, 29.53609495)
"5927",18482091,TRUE,"18888",0,1,2,0,"B - SUSPECTED MINOR INJURY",0,1,0,"SL0013",2500,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","26",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","September",2021,4,"4",240102.385084416,221593816.379782,"4","#33A02C",c(-98.53413237, 29.35664185)
"5928",18481785,TRUE,"18889",0,1,0,0,"B - SUSPECTED MINOR INJURY",0,1,1,"JEWETT ST",1299,"No Data","No Data","No Data",0,"4 - PEDESTRIAN",1,0,0,0,1,0,"No Data","No Data","No Data","35",0,"H - HISPANIC","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"4 - PEDESTRIAN","September",2021,5,"5",62461.8052920409,84929269.0806112,"5","#FB9A99",c(-98.5683323, 29.42401497)
"5929",18484557,TRUE,"18890",0,1,1,0,"B - SUSPECTED MINOR INJURY",0,1,0,"BROADWAY ST",100,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",1,0,0,0,1,0,"No Data","No Data","No Data","31",0,"W - WHITE","1 - MALE","B - SUSPECTED MINOR INJURY",0,0,0,1,"3 - PEDALCYCLIST","September",2021,1,"1",85108.0984010411,100561052.89761,"1","#A6CEE3",c(-98.48797231, 29.42652497)
"5930",18500511,FALSE,"18890",0,0,1,1,"C - POSSIBLE INJURY",0,1,0,"LANARK DR",311,"No Data","No Data","No Data",0,"3 - PEDALCYCLIST",0,0,1,0,1,0,"No Data","No Data","No Data","16",0,"W - WHITE","1 - MALE","C - POSSIBLE INJURY",0,1,0,1,"3 - PEDALCYCLIST","September",2021,2,"2",200377.04154192,205775141.994205,"2","#1F78B4",c(-98.4107649, 29.50328173)
