Date and Time,Agency Name (Crash Level) ,Area: County,Area: City,Roadway (From Crash Report),Intersection Name (from Crash Report),KABCO Severity,Manner of Collision (Crash Level) ,First Harmful Event (Crash Level) ,SHSP Emphasis Areas,# of Fatalities (Person Table),# Serious Injuries,# Visible Injuries,# Complaint Injuries,# of Vehicles,Operator / Driver Contributing Factor -old,Roadway Contributing Factors (Crash Level) ,Weather Conditions (Crash Level),Surface Condition (Crash Level) ,Light Conditions (Crash Level),Latitude ,Longitude
6/6/21 2:30,Atlanta Police Department,Fulton,Atlanta,Edgewood Ave Se,Boulevard Se and Edgewood Ave Se,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Improper Occupant Protection""]",0,1,0,0,1,,,Clear,Dry,Dark-Lighted,33.754311,-84.372151
3/17/21 13:25,Atlanta Police Department,Fulton,Atlanta,12Th St Ne,12Th St Ne and Peachtree St,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Bicycle"",""Improper Occupant Protection""]",0,0,1,0,1,,,Rain,Wet,Daylight,33.784305,-84.383075
11/5/21 18:55,Atlanta Police Department,Fulton,Atlanta,N Highland Ave Ne,Highland Vw Ne and N Highland Ave Ne,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Young Adult Driver (Age 20-24)"",""Distracted Driver (Suspected)"",""Improper Occupant Protection""]",0,0,1,0,1,,,Clear,Dry,Dark-Lighted,33.779194,-84.353144
10/23/21 23:40,Atlanta Police Department,Fulton,Atlanta,Piedmont Ave Ne,S Prado Ne and Piedmont Ave Ne,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)"",""Improper Occupant Protection""]",0,0,0,1,1,,,Clear,Dry,Dark-Not Lighted,33.789191,-84.376415
8/16/21 9:00,Atlanta Police Department,Fulton,Atlanta,Marietta St,Marietta St and Ivan Allen Junior Blvd,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,1,0,0,1,,,Clear,Dry,Daylight,33.764221,-84.397251
6/15/21 20:36,Atlanta Police Department,Fulton,Atlanta,Peachtree St,North Ave Ne and Peachtree St,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Young Driver (Age 15-19)"",""Impaired (Suspected)"",""Distracted Driver (Suspected)""]",0,0,1,0,1,,,Clear,Dry,Daylight,33.771282,-84.384546
2/9/21 6:15,Gsp Post 00,Fulton,Atlanta,I 85,I 85 and Ralph David Abernathy,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Distracted Driver (Suspected)"",""Older Driver (55-64)""]",0,1,0,0,1,,,Clear,Dry,Dark-Not Lighted,33.737147,-84.392132
9/16/21 21:37,Atlanta Police Department,Fulton,Atlanta,Metropolitan Pkwy Sw,Langston Dr Sw and Metropolitan Pkwy Sw,(K) Fatal Injury,Not a Collision with Motor Vehicle,,"[""Hit & Run"",""Bicycle"",""Impaired (Suspected)"",""Distracted Driver (Suspected)"",""Older Driver (55-64)"",""Improper Occupant Protection""]",1,0,0,0,1,,,Clear,Dry,Dark-Lighted,33.694783,-84.408143
11/17/21 21:36,Atlanta Police Department,Fulton,Atlanta,I-75 Rp,,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""CMV Related"",""Pedestrian"",""Impaired (Suspected)"",""Distracted Driver (Suspected)"",""Improper Occupant Protection""]",0,1,0,0,1,,,Clear,Dry,Dark-Lighted,33.679334,-84.398734
11/24/21 20:30,Atlanta Police Department,Fulton,Atlanta,Langford Pkwy,Langford Pkwy and Greenbriar Pkwy Sw,(A) Suspected Serious Injury,Sideswipe-Same Direction,,"[""Pedestrian"",""Improper Occupant Protection""]",0,2,0,0,2,,,Clear,Dry,Dark-Lighted,33.69209,-84.490273
6/18/21 19:00,Atlanta Police Department,Fulton,Atlanta,Myrtle St Ne,Myrtle St Ne and Ponce De Leon Ave Ne,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Impaired (Suspected)""]",0,0,1,0,1,,,Clear,Dry,Daylight,33.772581,-84.380189
1/2/21 14:55,Atlanta Police Department,Fulton,Atlanta,Joseph E Boone Blvd Nw   Hamilton E Holm Dr,Hamilton E Holmes Dr and Joseph E Boone Blvd Nw   Hamilton E Holm Dr,(B) Suspected Minor/Visible Injury,Rear End,,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Older Driver (55-64)"",""Improper Occupant Protection""]",0,0,1,0,4,,,Clear,Dry,Daylight,33.763613,-84.470042
1/7/21 14:44,Atlanta Police Department,Fulton,Atlanta,Martin St,Martin St and Crumley St,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Roadway Departure"",""Pedestrian""]",0,0,0,0,1,,,Rain,Wet,Daylight,33.738693,-84.384076
5/1/21 20:37,Atlanta Police Department,Fulton,Atlanta,Murphy Ave Sw,Avon Ave Sw and Murphy Ave Sw,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Distracted Driver (Suspected)"",""Improper Occupant Protection""]",0,0,1,0,1,,,Clear,Dry,Dark-Lighted,33.722271,-84.422079
11/22/21 14:20,Atlanta Police Department,DeKalb,Atlanta,Briarcliff Rd Ne,Virginia Ave Ne and Briarcliff Rd Ne,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Roadway Departure"",""Pedestrian""]",0,0,0,1,1,,,Clear,Dry,Daylight,33.778951,-84.345373
2/14/21 22:24,Atlanta Police Department,Fulton,Atlanta,I 7585,I 20 and I 7585,(K) Fatal Injury,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Young Adult Driver (Age 20-24)"",""Distracted Driver (Suspected)""]",1,0,0,0,3,,,Rain,Wet,Dark-Lighted,33.744824,-84.390016
3/13/21 23:41,Atlanta Police Department,Fulton,Atlanta,Monroe Dr Ne,8Th St Ne and Monroe Dr Ne,(B) Suspected Minor/Visible Injury,Rear End,,"[""Intersection Related"",""Pedestrian"",""Impaired Driving (Confirmed)"",""Improper Occupant Protection""]",0,0,1,1,2,,,Clear,Dry,Dark-Lighted,33.779104,-84.369537
9/7/21 16:08,Atlanta Police Department,Fulton,Atlanta,Carnegie Way Nw,Forsyth St Nw and Carnegie Way Nw,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Distracted Driver (Confirmed)"",""Pedestrian"",""Young Driver (Age 15-19)"",""Impaired (Suspected)""]",0,0,0,1,1,,,Cloudy,Wet,Daylight,33.75762,-84.387961
1/21/21 7:00,Atlanta Police Department,Fulton,Atlanta,33753746 84386330,33753746 84386330 and Mcdaniel Street Whitehall,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Older Driver (65+)"",""Pedestrian"",""Impaired (Suspected)""]",0,0,0,0,1,,,Clear,Dry,Dawn,33.743569,-84.403996
11/13/21 17:43,Atlanta Police Department,Fulton,Atlanta,Larchwood Rd Sw,Florida Ave Sw and Larchwood Rd Sw,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Aggressive Driving"",""Roadway Departure"",""Pedestrian"",""Young Adult Driver (Age 20-24)"",""Impaired (Suspected)""]",0,1,0,0,1,,,Clear,Dry,Daylight,33.747581,-84.462834
8/26/21 15:34,Atlanta Police Department,Fulton,Atlanta,Peachtree St Nw,Peachtree St Nw and Peachtree Memorial Dr Nw,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Distracted Driver (Suspected)"",""Improper Occupant Protection""]",0,0,1,0,1,,,Clear,Dry,Daylight,33.816245,-84.390392
9/21/21 20:30,Atlanta Police Department,Fulton,Atlanta,Rock Spring Rd,Johnson Rd Ne and Rock Spring Rd,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Impaired (Suspected)"",""Improper Occupant Protection""]",0,1,0,0,1,,,Clear,Dry,Daylight,33.79681,-84.350018
12/1/21 10:45,Atlanta Police Department,Fulton,Atlanta,Krog St Ne,Krog St Ne and Lake Ave Ne,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Roadway Departure"",""Hit & Run"",""Pedestrian"",""Impaired (Suspected)""]",0,0,0,1,1,,,Clear,Dry,Daylight,33.757453,-84.364268
3/5/21 13:00,Atlanta Police Department,Fulton,Atlanta,Peachtree St Nw,26Th St Nw and Peachtree St Nw,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,0,1,0,1,,,Clear,Dry,Daylight,33.802649,-84.392891
6/21/21 3:50,Atlanta Police Department,Fulton,Atlanta,Campbellton Rd Sw,Olive St Sw and Campbellton Rd Sw,(K) Fatal Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Aggressive Driving"",""Roadway Departure"",""Pedestrian"",""Young Adult Driver (Age 20-24)"",""Impaired Driving (Confirmed)"",""Speed Related"",""Improper Occupant Protection""]",1,0,0,0,1,,,Cloudy,Dry,Dark-Lighted,33.71554,-84.431816
12/4/21 21:39,Atlanta Police Department,Fulton,Atlanta,Campbellton Rd Sw,Campbellton Rd Sw and Country Club Dr Sw,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Distracted Driver (Suspected)"",""Improper Occupant Protection""]",0,0,0,0,1,,,Clear,Dry,Dark-Lighted,33.689051,-84.49489
6/18/21 11:01,Atlanta Police Department,Fulton,Atlanta,Meldrum St Nw,Meldrum St Nw and Northside Pkwy Nw,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Bicycle"",""Distracted Driver (Suspected)"",""Improper Occupant Protection""]",0,0,1,0,1,,,Clear,Dry,Daylight,33.769114,-84.404876
2/27/21 23:20,Atlanta Police Department,Fulton,Atlanta,Jonesboro Rd,Jonesboro Rd and Southside Industrial Pkwy,(K) Fatal Injury,Not a Collision with Motor Vehicle,,"[""Hit & Run"",""Pedestrian"",""Distracted Driver (Suspected)"",""Improper Occupant Protection""]",1,0,0,0,1,,,Clear,Dry,Dark-Lighted,33.657944,-84.369866
6/8/21 12:54,Atlanta Police Department,Fulton,Atlanta,Morosgo Dr Ne,Morosgo Dr Ne and Piedmont Rd Ne,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Young Adult Driver (Age 20-24)"",""Impaired (Suspected)"",""Distracted Driver (Suspected)""]",0,1,0,0,1,,,Clear,Dry,Daylight,33.823518,-84.367274
1/22/21 13:53,Gsp Post 00,Fulton,Atlanta,Capitol Ave,Memorial Dr and Capitol Ave,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,1,0,0,1,,,Clear,Dry,Daylight,33.74691,-84.387735
3/2/21 14:58,Atlanta Police Department,Fulton,Atlanta,1054 N Highland Ave,,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Roadway Departure"",""Hit & Run"",""Bicycle"",""Distracted Driver (Suspected)""]",0,0,0,0,2,,,Clear,Dry,Daylight,33.783284,-84.354786
2/5/21 2:16,Atlanta Police Department,Fulton,Atlanta,I 285,I 20 and I 285,(K) Fatal Injury,Not a Collision with Motor Vehicle,,"[""CMV Related"",""Older Driver (65+)"",""Pedestrian"",""Improper Occupant Protection""]",1,0,0,0,1,,,Rain,Wet,Dark-Lighted,33.762534,-84.492638
4/1/21 16:46,Atlanta Police Department,Fulton,Atlanta,University Ave,Pryor Rd and University Ave,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Hit & Run"",""Pedestrian"",""Impaired (Suspected)"",""Distracted Driver (Suspected)""]",0,0,0,1,1,,,Clear,Dry,Daylight,33.722089,-84.393374
12/13/21 9:45,Atlanta Police Department,Fulton,Atlanta,Decatur St Se,Decatur St Se and Jesse Hill Jr Dr Se,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Improper Occupant Protection""]",0,0,1,0,1,,,Clear,Dry,Daylight,33.750519,-84.384067
11/2/21 16:50,Atlanta Police Department,Fulton,Atlanta,Peachtree St Sw,Wall St Se and Peachtree St Sw,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)"",""Older Driver (55-64)""]",0,0,0,1,1,,,Clear,Dry,Daylight,33.753548,-84.3905
4/6/21 12:30,Atlanta Police Department,Fulton,Atlanta,Peachtree St Nw,Wall St Se and Peachtree St Nw,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Roadway Departure"",""Pedestrian"",""Impaired (Suspected)"",""Distracted Driver (Suspected)"",""Improper Occupant Protection""]",0,0,0,1,1,,,Clear,Dry,Daylight,33.75369,-84.390273
10/8/21 15:10,Atlanta Police Department,Fulton,Atlanta,Chestnut St Nw,Wheeler St Nw and Chestnut St Nw,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Bicycle""]",0,0,0,1,1,,,Clear,Dry,Daylight,33.774097,-84.412456
7/7/21 16:40,Atlanta Police Department,Fulton,Atlanta,Carver Dr Nw,Carver Dr Nw and Dahlia Ave Nw,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Hit & Run"",""Bicycle"",""Impaired (Suspected)"",""Distracted Driver (Suspected)"",""Improper Occupant Protection""]",0,0,1,0,1,,,Clear,Dry,Dusk,33.75838,-84.462184
4/23/21 15:21,Atlanta Police Department,Fulton,Atlanta,State Rte 400,,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Aggressive Driving"",""Bicycle"",""Improper Occupant Protection""]",0,0,0,1,1,,,Clear,Dry,Dark-Lighted,33.851667,-84.369951
5/10/21 19:55,Atlanta Police Department,Fulton,Atlanta,Memorial Dr Se,Hill St Se and Memorial Dr Se,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Roadway Departure"",""Hit & Run"",""Pedestrian"",""Impaired (Suspected)"",""Distracted Driver (Suspected)"",""Improper Occupant Protection""]",0,0,0,1,1,,,Clear,Dry,Daylight,33.746853,-84.37928
3/17/21 3:09,Atlanta Police Department,Fulton,Atlanta,Peachtree Rd,Bennett St and Peachtree Rd,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Hit & Run"",""Pedestrian"",""Impaired Driving (Confirmed)""]",0,0,0,0,1,,,Clear,Dry,Daylight,33.812024,-84.392736
6/2/21 20:35,Atlanta Police Department,Fulton,Atlanta,Peachtree St Nw,Bennett St Nw and Peachtree St Nw,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Improper Occupant Protection""]",0,0,0,1,1,,,Clear,Dry,Dark-Lighted,33.812195,-84.392247
4/10/21 19:16,Atlanta Police Department,Fulton,Atlanta,Piedmont Rd Ne,,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Improper Occupant Protection""]",0,0,0,1,1,,,Cloudy,Wet,Daylight,33.82132,-84.367477
8/28/21 19:30,Atlanta Police Department,Fulton,Atlanta,Peachtree St Nw,25Th St Nw and Peachtree St Nw,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Hit & Run"",""Bicycle""]",0,0,1,0,1,,,Clear,Dry,Dark-Lighted,33.801496,-84.392803
5/15/21 11:00,Atlanta Police Department,Fulton,Atlanta,Harris St Ne,Harris St Ne and Courtland St Ne,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Impaired (Suspected)""]",0,0,0,1,1,,,Clear,Dry,Dark-Lighted,33.760924,-84.384177
9/9/21 3:00,Atlanta Police Department,Fulton,Atlanta,Bennett St Nw,Tula St Nw and Bennett St Nw,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Aggressive Driving"",""Hit & Run"",""Pedestrian"",""Impaired Driving (Confirmed)"",""Speed Related"",""Improper Occupant Protection""]",0,0,0,1,1,,,Cloudy,Wet,Dark-Lighted,33.812239,-84.392257
4/19/21 15:08,Atlanta Police Department,Fulton,Atlanta,Martin Luther King Jr Dr Se,Piedmont Ave Se and Martin Luther King Jr Dr Se,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""CMV Related"",""Pedestrian""]",0,1,0,0,1,,,Clear,Dry,Daylight,33.750807,-84.389868
6/28/21 0:20,Atlanta Police Department,Fulton,Atlanta,Wade St Ne,Wade St Ne and Holiday Ave Ne,(A) Suspected Serious Injury,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Impaired (Suspected)"",""Distracted Driver (Suspected)"",""Older Driver (55-64)"",""Improper Occupant Protection""]",0,1,0,0,1,,,Clear,Dry,Dark-Lighted,33.757285,-84.34921
1/8/21 12:11,Atlanta Police Department,Fulton,Atlanta,Piedmont Ave Ne   N Ave,N Ave and Piedmont Ave Ne   N Ave,Unknown,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,0,1,,,Rain,Wet,Daylight,33.77128,-84.381893
11/30/21 11:00,Atlanta Police Department,Fulton,Atlanta,Lee St Sw,Lee St Sw and Murphy Ave Sw,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Hit & Run"",""Bicycle"",""Distracted Driver (Suspected)"",""Older Driver (55-64)"",""Improper Occupant Protection""]",0,0,1,0,1,,,Clear,Dry,Daylight,33.732058,-84.413229
1/7/21 21:39,Atlanta Police Department,Fulton,Atlanta,65 10Th St,Cypress St and 65 10Th St,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,0,1,,,Cloudy,Wet,Dark-Lighted,33.780754,-84.385604
8/24/21 15:55,Atlanta Police Department,Fulton,Atlanta,Roswell Rd,Roswell Rd and E Andrews Dr Nw,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Hit & Run"",""Pedestrian"",""Impaired (Suspected)""]",0,0,0,1,1,,,Clear,Dry,Daylight,33.842866,-84.379029
9/25/21 6:00,Atlanta Police Department,Fulton,Atlanta,Buckhead Ave Ne,Buckhead Ave Ne and Grandview Ave Ne,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Impaired (Suspected)"",""Improper Occupant Protection""]",0,0,1,0,1,,,Clear,Dry,Daylight,33.838204,-84.376526
12/17/21 19:03,Atlanta Police Department,Fulton,Atlanta,Piedmont Rd Ne,Main St Ne and Piedmont Rd Ne,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Young Adult Driver (Age 20-24)"",""Impaired (Suspected)"",""Distracted Driver (Suspected)""]",0,0,0,1,1,,,Clear,Dry,Dark-Lighted,33.822227,-84.367374
4/29/15 20:59,Atlanta Police Department,DeKalb,Atlanta,Hosea L Williams Dr,Spence Ave and Hosea L Williams Dr,(B) Suspected Minor/Visible Injury,Angle (Other),,"[""Intersection Related"",""Hit & Run"",""Older Driver (65+)"",""Pedestrian"",""Older Driver (55-64)""]",0,0,1,1,3,"[""Disregard Stop Sign/Signal"",""No Contributing Factors"",""No Contributing Factors""]",,Cloudy,Dry,Dark-Lighted,33.75148,-84.296044
5/15/15 10:06,Atlanta Police Department,Fulton,Atlanta,Juniper St,10Th and Juniper St,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""CMV Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,1,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Daylight,33.781742,-84.382499
8/4/15 21:52,Atlanta Police Department,Fulton,Atlanta,374 Cleveland Ave,,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,1,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Dark-Lighted,33.681154,-84.401203
7/19/15 0:55,Atlanta Police Department,Fulton,Atlanta,471 Cleveland Ave,Dearwood Dr and 471 Cleveland Ave,(K) Fatal Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Hit & Run"",""Pedestrian"",""Impaired (Suspected)""]",1,0,0,0,1,"[""Driver Condition"",""No Contributing Factors""]",,Clear,Dry,Dark-Lighted,33.681269,-84.405169
2/2/15 10:00,Dekalb Co Police Department,DeKalb,Atlanta,Clifton Rd,Asbury Dr and Clifton Rd,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Young Adult Driver (Age 20-24)""]",0,0,0,1,1,"[""Failure to Yield"",""No Contributing Factors""]",,Cloudy,Dry,Daylight,33.790396,-84.320935
10/14/15 9:54,Atlanta Police Department,Fulton,Atlanta,Cleveland Ave Sw Ave,Metropolitan Pkwy and Cleveland Ave Sw Ave,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Distracted Driver (Confirmed)"",""Pedestrian"",""Older Driver (55-64)""]",0,0,0,1,1,"[""Inattentive or Other Distraction (Distracted)"",""Inattentive or Other Distraction (Distracted)""]",,Clear,Dry,Daylight,33.681286,-84.407532
1/16/15 6:31,Gsp Post 00,Fulton,Atlanta,I 85,,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Aggressive Driving"",""Roadway Departure"",""Hit & Run"",""Pedestrian"",""Speed Related""]",0,0,1,0,1,"[""No Contributing Factors"",""Too Fast for Conditions""]",,Clear,Ice/Frost,Dark-Lighted,33.740444,-84.392081
11/25/15 9:55,Atlanta Police Department,Fulton,Atlanta,841 841 Ormewood Ter Se Ter,,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,0,0,1,"[""No Contributing Factors"",""Parked Improperly""]",,Clear,Dry,Daylight,33.731884,-84.358591
7/17/15 23:05,Atlanta Police Department,Fulton,Atlanta,Campbellton Rd,Ridgewood Ln and Campbellton Rd,(A) Suspected Serious Injury,Angle (Other),,"[""Intersection Related"",""Hit & Run"",""Pedestrian""]",0,1,1,2,3,"[""Failure to Yield"",""No Contributing Factors"",""No Contributing Factors""]",,Clear,Dry,Dark-Lighted,33.711824,-84.442239
4/21/15 22:27,Atlanta Police Department,Fulton,Atlanta,Peachtree St,8Th St and Peachtree St,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,0,0,1,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Dark-Lighted,33.779484,-84.384216
12/28/15 1:40,Atlanta Police Department,Fulton,Atlanta,48 Forsyth,Walton St and 48 Forsyth,(B) Suspected Minor/Visible Injury,Head On,,"[""Intersection Related"",""Aggressive Driving"",""Hit & Run"",""Pedestrian"",""Speed Related""]",0,0,1,0,1,"[""No Contributing Factors"",""Too Fast for Conditions""]",,Rain,Wet,Dawn,33.755937,-84.390336
6/18/15 15:45,Atlanta Police Department,Fulton,Atlanta,Piedmont Ave,15Th St and Piedmont Ave,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,0,0,1,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.788156,-84.377575
12/7/15 15:42,Atlanta Police Department,Fulton,Atlanta,2111 Campbellton Rd,,(B) Suspected Minor/Visible Injury,Head On,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)""]",0,0,1,0,1,No Contributing Factors,,Clear,Dry,Daylight,33.706615,-84.457605
3/25/15 14:55,Atlanta Police Department,Fulton,Atlanta,Bromack Dr,Baywood Dr and Bromack Dr,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian""]",0,0,1,0,1,"[""Disregard Stop Sign/Signal"",""No Contributing Factors""]",,Cloudy,Dry,Daylight,33.68898,-84.387186
10/23/15 13:50,Atlanta Police Department,Fulton,Atlanta,215 215 Piedmont Ave Ne Ave,,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Roadway Departure"",""Distracted Driver (Confirmed)"",""Bicycle"",""Older Driver (55-64)"",""Improper Occupant Protection""]",0,0,1,0,2,"[""Inattentive or Other Distraction (Distracted)"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.760227,-84.382179
7/1/15 14:30,Atlanta Police Department,DeKalb,Atlanta,Glenwood Ave,E Lake Blvd and Glenwood Ave,(B) Suspected Minor/Visible Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Young Driver (Age 15-19)""]",0,0,1,0,1,"[""Improper Turn"",""No Contributing Factors""]",,Cloudy,Dry,Daylight,33.740138,-84.313779
4/3/15 13:30,Georgia Tech Police Department,Fulton,Atlanta,Fifth St,Fifth St and Techwood Dr,(B) Suspected Minor/Visible Injury,Sideswipe-Same Direction,,"[""Intersection Related"",""Bicycle""]",0,0,1,0,2,"[""No Contributing Factors"",""No Signal/Improper Signal""]",,Clear,Dry,Daylight,33.776879,-84.391981
9/14/15 16:30,Georgia Tech Police Department,Fulton,Atlanta,State St,Tenth St and State St,(O) No Injury,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Improper Occupant Protection""]",0,0,0,0,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.781512,-84.399166
10/20/15 21:44,Atlanta Police Department,Fulton,Atlanta,165 165 Courtland St Ne Sheraton Atlanta,Ellis St and 165 165 Courtland St Ne Sheraton Atlanta,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,"[""Intersection Related"",""Pedestrian"",""Distracted Driver (Suspected)"",""Older Driver (55-64)""]",0,0,0,1,1,"[""No Contributing Factors"",""Other""]",,Clear,Dry,Dark-Lighted,33.758489,-84.384219
2/17/16 6:50,Atlanta Police Department,Fulton,Atlanta,3558 Piedmont Rd,Lenox Rd and 3558 Piedmont Rd,(C) Possible Injury / Complaint,Not a Collision with Motor Vehicle,,Pedestrian,0,0,0,1,1,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Dark-Not Lighted,33.85112,-84.379257
2/26/16 12:41,Atlanta Police Department,Fulton,Atlanta,W Peachtree St,17Th St and W Peachtree St,(C) Possible Injury / Complaint,Angle (Other),,"[""Intersection Related"",""Bicycle""]",0,0,0,1,2,"[""Failure to Yield"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.791835,-84.387638
4/4/16 8:30,Atlanta Police Department,Fulton,Atlanta,272 Peachtree,Peachtree St and 272 Peachtree,(C) Possible Injury / Complaint,Sideswipe-Same Direction,,"[""Hit & Run"",""Pedestrian"",""Young Adult Driver (Age 20-24)"",""Impaired (Suspected)""]",0,0,0,1,3,"[""Changed Lanes Improperly"",""Changed Lanes Improperly"",""No Contributing Factors""]",,Clear,Dry,Daylight,33.760553,-84.387569
